index,Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
53,3181333,427496,425485,2,Leeds 2016,08/01/2016,1936,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,42,Car
54,3190305,420396,445354,2,Leeds 2016,09/01/2016,505,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver or rider,Serious,Male,45,Pedal cycle
55,3190541,430549,427292,2,Leeds 2016,09/01/2016,1144,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,25,Motorcycle over 50cc and up to 125cc
56,3190903,437677,425385,3,Leeds 2016,09/01/2016,1512,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,54,Car
57,3190903,437677,425385,3,Leeds 2016,09/01/2016,1512,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,55,Car
58,3190903,437677,425385,3,Leeds 2016,09/01/2016,1512,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,31,Car
59,3191196,441059,432040,4,Leeds 2016,09/01/2016,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,40,Car
60,3191196,441059,432040,4,Leeds 2016,09/01/2016,1230,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,15,Car
61,3191196,441059,432040,4,Leeds 2016,09/01/2016,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car
62,3191206,430876,434256,2,Leeds 2016,09/01/2016,1810,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,23,Car
63,3191206,430876,434256,2,Leeds 2016,09/01/2016,1810,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Female,29,Car
64,3191223,427527,434393,1,Leeds 2016,09/01/2016,1755,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Female,60,Car
65,3191315,426474,428544,1,Leeds 2016,09/01/2016,1930,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,47,Car
66,3191376,429199,431548,1,Leeds 2016,09/01/2016,2013,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,63,Car
67,31A0692,427379,438571,4,Leeds 2016,10/01/2016,1330,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver or rider,Slight,Female,29,Car
68,31A0692,427379,438571,4,Leeds 2016,10/01/2016,1330,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Vehicle or pillion passenger,Slight,Male,6,Car
69,31A0736,420319,445361,2,Leeds 2016,10/01/2016,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,80,Car
70,31B0226,431554,430540,2,Leeds 2016,11/01/2016,814,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,57,Motorcycle over 500cc
71,31B0246,427569,434540,2,Leeds 2016,11/01/2016,740,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,36,Pedal cycle
72,31B0266,431661,437523,1,Leeds 2016,11/01/2016,853,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,49,Taxi/Private hire car
73,31B0488,424994,432563,2,Leeds 2016,11/01/2016,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,80,Car
74,31B1060,429933,432767,4,Leeds 2016,11/01/2016,1736,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,60,Car
75,31B1310,428473,434341,2,Leeds 2016,11/01/2016,2005,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,29,Motorcycle over 50cc and up to 125cc
76,31C0236,427127,434793,2,Leeds 2016,12/01/2016,905,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,45,Pedal cycle
77,31C0900,424579,433688,2,Leeds 2016,12/01/2016,1618,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,50,Car
78,31D0289,430237,433264,1,Leeds 2016,07/01/2016,2155,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,47,Car
79,31D0487,426639,433017,2,Leeds 2016,13/01/2016,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,54,Car
80,31D0503,426060,431588,2,Leeds 2016,12/07/2016,800,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,51,Pedal cycle
81,31D0885,431529,433104,1,Leeds 2016,13/01/2016,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
82,31D1135,436642,425938,3,Leeds 2016,13/01/2016,1720,Motorway,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,40,Car
83,31D1135,436642,425938,3,Leeds 2016,13/01/2016,1720,Motorway,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,22,Car
84,31D1322,428460,431348,2,Leeds 2016,13/01/2016,1850,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Serious,Male,20,Car
85,31D1322,428460,431348,2,Leeds 2016,13/01/2016,1850,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
86,31D1322,428460,431348,2,Leeds 2016,13/01/2016,1850,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,33,Car
87,31E0257,425976,427855,3,Leeds 2016,14/01/2016,844,Unclassified,Frost / Ice,Daylight: street lights present,Snowing with high winds,Driver or rider,Slight,Male,30,Car
88,31E0257,425976,427855,3,Leeds 2016,14/01/2016,844,Unclassified,Frost / Ice,Daylight: street lights present,Snowing with high winds,Driver or rider,Slight,Female,35,Car
89,31E0436,430113,434139,1,Leeds 2016,13/01/2016,1705,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,30,Car
90,31E0606,433391,434055,1,Leeds 2016,14/01/2016,1245,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,20,Car
91,31E0658,421753,432698,2,Leeds 2016,14/01/2016,1334,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,62,Car
92,31E0963,432820,432033,1,Leeds 2016,14/01/2016,1623,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,36,Car
93,31E0981,435033,434695,2,Leeds 2016,14/01/2016,1645,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,68,Car
94,31E1090,429097,434722,2,Leeds 2016,14/01/2016,1545,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,23,Pedal cycle
95,31E1099,432287,434644,2,Leeds 2016,14/01/2016,1745,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,27,Car
96,31E1099,432287,434644,2,Leeds 2016,14/01/2016,1745,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,21,Car
97,31F0333,420214,445629,2,Leeds 2016,14/01/2016,1215,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,52,Pedal cycle
98,31F0855,429145,431748,1,Leeds 2016,15/01/2016,1442,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,57,Pedal cycle
99,31F0855,429145,431748,1,Leeds 2016,15/01/2016,1442,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,26,Pedal cycle
100,31F1081,424569,434444,1,Leeds 2016,15/01/2016,1650,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,17,M/cycle 50cc and under
101,31F1111,431874,435948,2,Leeds 2016,15/01/2016,1700,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Female,31,Car
102,31F1272,432061,435963,2,Leeds 2016,15/01/2016,1837,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,37,Car
103,31F1687,424982,432677,2,Leeds 2016,15/01/2016,2216,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Serious,Female,26,Car
104,31F1687,424982,432677,2,Leeds 2016,15/01/2016,2216,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Male,7,Car
105,31F1687,424982,432677,2,Leeds 2016,15/01/2016,2216,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Male,7,Car
106,31G0345,429683,439068,1,Leeds 2016,16/01/2016,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,Car
107,31G0363,430907,432292,2,Leeds 2016,16/01/2016,850,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,28,Car
108,31G0477,429767,438911,2,Leeds 2016,16/01/2016,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,84,Mobility Scooter
109,31G0824,423746,444348,2,Leeds 2016,16/01/2016,1415,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,47,Car
110,31G0824,423746,444348,2,Leeds 2016,16/01/2016,1415,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,Car
111,31G1257,426200,431900,2,Leeds 2016,16/01/2016,1257,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,53,Car
112,31G1285,431912,434798,1,Leeds 2016,16/01/2016,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Male,11,Bus or coach (17 or more passenger seats)
113,31G1463,428987,437127,1,Leeds 2016,16/01/2016,1939,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver or rider,Slight,Male,19,M/cycle 50cc and under
114,31I0172,428087,434526,2,Leeds 2016,18/01/2016,620,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,26,Pedal cycle
115,31I1016,432064,428597,2,Leeds 2016,18/01/2016,1557,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,48,Car
116,31I1110,426248,438496,2,Leeds 2016,18/01/2016,1649,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Serious,Female,58,Car
117,31I1123,430813,433940,2,Leeds 2016,18/01/2016,1652,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Female,40,Pedal cycle
118,31I1222,430947,433304,2,Leeds 2016,18/01/2016,1740,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,49,Pedal cycle
119,31I1266,426507,437848,2,Leeds 2016,18/01/2016,1620,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,26,Car
120,31I1266,426507,437848,2,Leeds 2016,18/01/2016,1620,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,14,Car
121,31J0507,429187,433851,2,Leeds 2016,19/01/2016,830,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Pedestrian,Slight,Male,17,Car
122,31J0604,427484,434917,1,Leeds 2016,19/01/2016,1226,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,42,Car
123,31J1102,432257,435098,1,Leeds 2016,19/01/2016,1656,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,12,Car
124,31J1219,431496,432640,2,Leeds 2016,19/01/2016,1805,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,27,Car
125,31J1219,431496,432640,2,Leeds 2016,19/01/2016,1805,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,31,Car
126,31J1219,431496,432640,2,Leeds 2016,19/01/2016,1805,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,29,Car
127,31J1219,431496,432640,2,Leeds 2016,19/01/2016,1805,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,28,Car
128,31K1170,419359,441836,2,Leeds 2016,20/01/2016,1740,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Female,40,Pedal cycle
129,31K1255,430901,436559,2,Leeds 2016,20/01/2016,805,B,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,32,Pedal cycle
130,31K1386,437040,438286,2,Leeds 2016,20/01/2016,1935,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver or rider,Fatal,Male,73,Car
131,31K1386,437040,438286,2,Leeds 2016,20/01/2016,1935,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,47,Car
132,31K1457,431892,434947,2,Leeds 2016,20/01/2016,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,33,Car
133,31K1516,443265,445843,1,Leeds 2016,20/01/2016,750,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,15,Car
134,31K1591,430490,426386,1,Leeds 2016,20/01/2016,2130,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,25,Car
135,31K1618,427298,433638,2,Leeds 2016,20/01/2016,2000,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,27,Car
136,31L0241,436008,437469,1,Leeds 2016,21/01/2016,815,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,16,M/cycle 50cc and under
137,31L0274,431113,430719,1,Leeds 2016,21/01/2016,845,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,52,Car
138,31L0335,429614,439792,1,Leeds 2016,21/01/2016,934,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,33,Car
139,31L0756,422015,433952,2,Leeds 2016,21/01/2016,1430,A,Wet / Damp,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,62,Car
140,31L0811,423019,433730,1,Leeds 2016,21/01/2016,1505,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,12,Car
141,31L1040,428607,435259,1,Leeds 2016,21/01/2016,1708,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,43,Car
142,31L1163,423301,434736,2,Leeds 2016,21/01/2016,1807,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Serious,Male,22,Car
143,31L1270,428256,434151,2,Leeds 2016,21/01/2016,1910,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,64,Car
144,31L1270,428256,434151,2,Leeds 2016,21/01/2016,1910,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,15,Car
145,31M0236,428509,433061,2,Leeds 2016,22/01/2016,815,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,51,Car
146,31M0925,426505,435684,1,Leeds 2016,22/01/2016,1552,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,Car
147,31M1173,427994,435196,2,Leeds 2016,22/01/2016,1746,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,21,Pedal cycle
148,31M1189,427014,431619,2,Leeds 2016,22/01/2016,1800,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,15,Pedal cycle
149,31N1341,431512,435123,2,Leeds 2016,23/01/2016,1900,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Female,25,Car
150,31N1341,431512,435123,2,Leeds 2016,23/01/2016,1900,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Male,21,Car
151,31N1341,431512,435123,2,Leeds 2016,23/01/2016,1900,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,33,Car
152,31N1501,427099,433296,1,Leeds 2016,23/01/2016,2035,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,42,Car
153,31N1522,423560,434338,1,Leeds 2016,23/01/2016,2046,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Serious,Male,25,Car
154,31N1675,426292,435586,2,Leeds 2016,23/01/2016,2235,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,31,Car
155,31O0822,434421,438350,3,Leeds 2016,24/01/2016,1350,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,63,Car
156,31O1246,429424,431366,2,Leeds 2016,24/01/2016,1759,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,40,Pedal cycle
157,31P0243,426612,433094,1,Leeds 2016,25/01/2016,745,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,27,Car
158,31P0247,426820,434978,2,Leeds 2016,25/01/2016,836,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,63,Car
159,31P0315,430554,433739,2,Leeds 2016,25/01/2016,925,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
160,31P0683,426782,433631,2,Leeds 2016,25/01/2016,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,66,Car
161,31Q0218,427302,435777,1,Leeds 2016,26/01/2016,825,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,28,Car
162,31Q0748,426197,433182,1,Leeds 2016,26/01/2016,1400,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Male,21,Car
